"POA_CODE_2016","low_income","high_income","p_income","f_income","h_income","chinese_p","english_only_n","non_english_n","owner","rent","rental","rent_distress","repay","repay_distress","house","semi","unit"
2191,21.8,15.5,548,1675,1440,5.4,2672,1307,33.6,29.4,430,12.9,2378,10.7,67.4,25.1,6.6
2192,23.2,9.6,504,1339,1192,4.6,3512,3246,28.7,43.6,360,20.7,2000,8,48.3,10.3,40.6
2193,15.51875,27.3520833333333,1505,4375,3937,3.70208333333333,4541,1321,42.0791666666667,23.1604166666667,466.354166666667,9.36458333333333,2370.1875,6.31875,68.5333333333333,12.28125,16.7479166666667
2194,22.3,8.8,486,1274,1239,31.2,4382,6744,21.2,52.7,395,26.7,1742,8.4,23.1,11.3,65
2195,25.4701754385965,5.21754385964912,870,2162,2084,1.16771929824561,4210,6906,19.3985964912281,56.2540350877193,350,33.1161403508772,1632.84210526316,7.57298245614035,26.1501754385965,4.41087719298246,68.7214035087719
2197,24.9,12.2,469,1396,1225,1.8,3407,1723,31.8,32.1,380,16.1,2080,10.7,72,21,6.2
2199,25.3,10.7,467,1343,1203,2.8,5257,3780,30.1,34.5,380,19,2000,10.8,67.7,15.2,16.5
2200,20.7,14.9,489,1434,1392,0,3366,2412,35.9,26.2,450,14.3,2167,12.6,68.3,29.7,1
2204,16.3,23.8,793,2096,1814,1.7,14837,4102,24.2,45.2,450,16.7,2383,5.8,32.4,20.2,45.2
2205,16.1,19.6,621,1746,1789,15.5,919,500,23.1,42.9,570,18.7,2200,9.3,50.7,7.8,41
2206,15.8,25.2,681,2051,1824,0,8027,3411,44.6,20.2,500,7.6,2500,7.8,81.5,8.6,9.5
2207,18.6206611570248,19.4468319559229,2634,7775,6802,10.9933884297521,11245,5618,37.895041322314,24.763085399449,454.931129476584,11.331129476584,2192.33608815427,9.84325068870523,62.0396694214876,21.0691460055096,15.4809917355372
2208,19.7,19.9,588,1774,1564,14.7,4864,2701,42.4,24.9,480,10.5,2350,8.9,82.3,7.7,8.5
2209,25.4,13.1,527,1516,1308,30.6,1846,1254,26.4,40.8,350,19.8,2167,8.9,50.4,20.6,28.2
2210,11.4,33.4,784,2356,2168,5,4039,583,50.5,8.6,500,2.6,2600,8.4,94.6,4.4,0.7
2212,11,30,857,2363,2188,4.9,1134,182,36.2,16.1,510,5,2400,10.2,76.9,22.4,0
2213,18.8095833333333,21.71625,2097,6133,5168,5.42083333333333,14458,2465,35.5616666666667,24.7183333333333,421.741666666667,9.82083333333333,2292.24166666667,8.88416666666667,71.6429166666667,23.6054166666667,3.77125
2214,12.9,20.1,697,1985,1851,2.4,3195,265,45.1,9.4,500,3.7,2253,11.8,95.3,4.5,0
2216,16.352380952381,17.6186147186147,1967,5048,4715,11.2541125541126,5719,4713,27.7718614718615,38.2857142857143,476.666666666667,15.0290043290043,2197.80952380952,8.85151515151515,42.0926406926407,6.78831168831169,48.8545454545455
2217,14.7611111111111,26,2138,5892,5486,6.37777777777778,2882,951,40.4833333333333,23.4611111111111,529.333333333333,10.2777777777778,2472.22222222222,10.4055555555556,77.9944444444445,7.08888888888889,14.1444444444444
2218,17.6720379146919,15.3270142180095,1242,3221,3094,23.1981042654028,5329,3846,28.8791469194313,40.4616113744076,440,16.8488151658768,1997.34597156398,8.06398104265403,36.8620853080569,5.61943127962085,55.8227488151659
2219,19.7199004975124,19.7606965174129,2350,5912,4689,2.02238805970149,7444,2211,40.4666666666667,27.6029850746269,458.109452736318,12.7641791044776,2345.60696517413,8.5497512437811,46.6646766169154,24.718407960199,27.6597014925373
2220,11.1,31.4,715,2219,2094,21.3,1272,442,49.3,14,518,5.5,2600,8.9,86.6,8.6,4.2
2221,15.0729927007299,27.1985401459854,3064,9257,8158,20.536496350365,4987,1766,42.1613138686131,19.1416058394161,490.408759124088,8.73211678832117,2554.45255474453,11.2985401459854,71.770802919708,15.7532846715328,12.1153284671533
2223,13.0087591240876,26.6007299270073,1629,4461,3873,12.5664233576642,13207,2721,37.6934306569343,27.7525547445255,432.299270072993,10.2240875912409,2332.28467153285,7.4007299270073,57.2956204379562,13.3204379562044,28.636496350365
2224,16.3219178082192,25.2787671232877,2629,7675,7044,7.57465753424658,9508,1647,43.1376712328767,18.5630136986301,473.630136986301,7.43630136986301,2618.49315068493,11.691095890411,67.1821917808219,19.7541095890411,12.4904109589041
2225,10.2,41.5,918,2799,2594,2.3,4854,223,39.9,8.3,580,2.8,2817,10.1,83.8,15,1.2
2226,13.5532467532468,33.238961038961,2687,7784,7033,2.23441558441558,10619,614,36.9006493506494,16.8402597402597,489.675324675325,6.98311688311688,2470,8.25324675324675,75.301948051948,14.4707792207792,9.4987012987013
2227,13.7081761006289,29.6748427672956,1680,4867,4286,2.26792452830189,12537,711,37.4823899371069,21.3132075471698,518.993710691824,7.7496855345912,2558.71698113208,7.91635220125786,64.5729559748428,16.8842767295597,17.8220125786164
2228,18.1706161137441,21.0284360189573,1607,4758,4061,4.19336492890995,13983,1542,34.618009478673,28.7274881516588,478.317535545024,11.4734597156398,2315.77251184834,8.34976303317536,52.8526066350711,16.7729857819905,29.024644549763
2229,18.9663101604278,20.8449197860963,2506,7204,6256,2.95026737967914,11856,1026,32.407486631016,30.9251336898396,489.251336898396,12.5219251336898,2388.32085561497,8.72673796791444,38.0882352941176,24.2529411764706,37.3588235294118
2230,13.4,28.4,854,2411,1978,0.4,3417,191,38.4,20.2,405,8.5,2200,8.5,60,22.6,17.4
2231,14.3,19.4,757,2041,1898,0,2060,66,35.2,14.8,504,5.5,2600,16.4,95.9,2.3,0
2232,15.8389380530973,22.1604719764012,3229,8875,7732,3.21297935103245,22579,1948,33.7386430678466,26.4814159292035,461.784660766962,10.0398230088496,2281.36283185841,7.89085545722714,53.2949852507375,13.9879056047198,32.3283185840708
2233,10.3162790697674,27.6235880398671,2525,7392,7093,0.528571428571429,21138,688,38.9707641196013,10.7239202657807,470.232558139535,4.03421926910299,2370.99335548173,10.1840531561462,85.1956810631229,5.81395348837209,8.58538205980066
2234,8.85065274151436,36.734725848564,4229,12720,12387,2.30313315926893,24359,2328,41.731592689295,10.0190600522193,595.723237597911,3.69295039164491,2385.21148825065,8.93890339425587,86.5360313315927,11.8644908616188,1.53185378590078
2747,12.8985148514851,14.6747524752475,2981,7458,7069,0.147029702970297,14232,933,27.819801980198,22.9985148514851,379.569306930693,8.69504950495049,1894.54455445545,9.87574257425743,92.7480198019802,6.7450495049505,0.304950495049505
2750,15.7713541666667,17.0528645833333,3874,10033,8876,0.440104166666667,27292,1353,34.5671875,23.9356770833333,397.200520833333,9.85833333333333,2038.69010416667,7.70078125,83.6072916666667,9.18489583333333,5.94010416666667
2760,20.8416949152542,7.77966101694915,1251,2946,2605,0,13576,2253,22.2752542372881,44.044406779661,354.627118644068,19.6057627118644,1718.42372881356,8.01796610169492,67.1698305084746,19.0752542372881,13.2474576271186
2761,10.9483660130719,16.7967320261438,2003,5315,5198,0,8440,2610,19.421568627451,24.4267973856209,400,9.57581699346405,1946.74509803922,13.8712418300654,89.659477124183,9.95947712418301,0.0568627450980392
2765,15.9,17.8,707,1807,1667,0,5667,469,26.6,31.9,400,13.4,2191,9.8,93.3,3.3,0.3
2766,12.9565217391304,15.6260869565217,1289,3471,3379,0,7069,2581,24.5913043478261,29.5391304347826,398.260869565217,9.94347826086956,1979.39130434783,10.3521739130435,80.0826086956522,18.2739130434783,1.09565217391304
2767,8.7,29.4,784,2221,2270,0,2309,1391,24.8,16.8,440,5.7,2167,12.2,80.9,19,0
2768,8.55238095238095,34.3255411255411,1667,4823,4767,2.71948051948052,13176,3829,22.0813852813853,19.1796536796537,571.991341991342,6.33896103896104,2439.82683982684,12.3779220779221,92.3995670995671,7.4004329004329,0.1
2770,22.5770354906054,8.86931106471816,4550,11312,10670,0,25684,6501,20.8701461377871,45.2613778705637,332.434237995825,19.7699373695198,1672.2254697286,7.99331941544885,74.7367432150313,13.2751565762004,11.458872651357
2038,17.9371929824561,32.9842105263158,1311,3602.75,2671,7.275,7928.75,1348.5,18.3138596491228,52.4611403508772,535.159649122807,22.2094736842105,2754,5.17035087719298,13.3414035087719,36.9664035087719,47.9936842105263
2039,13.7443421052632,42.071052631579,3198.5,8562.5,6413,1.45745614035088,14555.5,1607,27.2825438596491,39.1352192982456,573.981578947368,13.1851754385965,3037.28070175439,5.58894736842105,18.8714035087719,52.5492543859649,27.3665350877193
2080,10.5209134615385,30.1090745192308,1218.25,3448.25,3189.75,5.38954326923077,8023,1502.5,34.81015625,17.84921875,532.758413461538,6.72415865384615,2338.95673076923,8.94921875,84.5049278846154,4.74356971153846,10.4037860576923
2083,9.1,34.6,850,2511,2355,1.6,4030,243,36.4,12.3,550,3.4,2331,8.5,94,5.8,0
2090,10.5666666666667,40.8,1345.33333333333,3362.33333333333,2394.66666666667,3.73333333333333,11657,1341,28.8333333333333,43.4333333333333,563.333333333333,14.4,2723.33333333333,5.36666666666667,22.3666666666667,13,63.9333333333333
2094,10.4387931034483,49.6439655172414,2270.5,7372.5,6519,0.950862068965517,9680.5,902.5,35.6215517241379,30.9400862068966,822.168103448276,10.8685344827586,3400.2025862069,6.24655172413793,52.5172413793103,7.45301724137931,39.4573275862069
2103,10,30.1,876,2366,2160,0,6051,453,30.1,18.2,680,9.2,2711,12,49.1,26.8,23.8
2104,10.1428427419355,30.4384072580645,1526.25,4109.75,3685.25,0.169556451612903,6407,383.75,35.4909274193548,19.1182459677419,589.692540322581,8.88195564516129,2603.59778225806,10.601310483871,72.6333669354839,9.52641129032258,15.1644153225806
2108,9.4,39.5,817,2457,2391,0.4,2610,120,41.8,14.9,650,6.5,2890,8.6,90,2.8,2.8
2118,16.3228571428571,25.9007407407407,976.6,2918.2,2597.4,20.9459259259259,7677.8,2938.4,30.3333333333333,33.701164021164,486.417989417989,13.7643386243386,2267.4380952381,8.58031746031746,52.7414814814815,23.093544973545,23.5922751322751
2119,11.4409766454352,36.2989384288747,1088,3377.66666666667,3122.33333333333,18.9193205944798,9581.66666666667,2699,38.5292993630573,20.0932059447983,557.734607218684,7.79193205944798,2481.03609341826,8.2583864118896,77.5675159235669,10.5823779193206,11.6267515923567
2127,16.20625,18.9415674603175,1372.66666666667,3618.33333333333,3466,16.6733796296296,4291,4256,23.0117063492063,41.0941798941799,480.241402116402,19.4032407407407,2107.56316137566,10.3452380952381,42.6198412698413,15.7113425925926,41.0762235449735
2131,15.7601130073801,30.5116505227552,3117.5,8647,7361.5,4.45122616851168,8698.5,2126,38.196594403444,27.39736700492,511.885570418204,10.0046163899139,2527.27271678967,6.60291743542435,61.1146371463715,10.8970825645756,26.0025561193112
2132,19.3370933121096,23.7041313942551,2391.33333333333,6791.33333333333,5817,22.0017569881581,6344,2929,30.9063080336686,38.6683018594892,518.681475050045,17.88514458674,2373.80885367677,7.98393025106722,44.5646600583653,14.19090635024,40.0154704194101
2133,19.2571384803922,18.1233149509804,1126.25,3320.25,2970.75,13.8517463235294,3637.25,2737.5,32.7210171568627,33.9577512254902,442.495404411765,15.4688419117647,2190.06403186275,8.89586397058824,53.0578431372549,17.7352634803922,28.0092830882353
2140,15.3146875,27.8811755952381,1542.75,4101.5,3885.25,18.9350347222222,5377.5,4660.75,31.7987797619048,36.0556349206349,563.181051587302,15.7974305555556,2365.92237103175,8.30392857142857,43.084880952381,13.2385069444444,42.6971676587302
2142,16.9003623188406,14.775,777.75,1986.75,1875.5,9.62536231884058,3249.5,2424.25,19.4242753623188,45.4057971014493,420.905797101449,18.6742753623188,2011.95289855072,10.6485507246377,45.0166666666667,19.270652173913,35.0047101449275
2144,18.6777204803814,13.6821300880088,886.666666666667,2386.33333333333,2334,14.6370943344334,2877.66666666667,3071,23.9395993766043,41.5270810414375,428.58704620462,19.7754446277961,1929.89835441878,10.0887238723872,52.0444627796113,14.656153740374,32.3567908874221
2152,16.0956883333697,20.1594234903319,1434.5,4072.5,3780.25,6.80102751296021,13143.5,3447.75,27.4341237968862,33.7037027031663,441.637573117196,13.5444788915189,2107.77303354113,9.06303494968206,58.444976756346,21.6851588983381,19.3801538462738
2157,12.2,28.1666666666667,776,2224,2021.33333333333,1,5288.33333333333,346,35.9333333333333,16.5666666666667,533.333333333333,6.6,2419.66666666667,9.06666666666667,89.1,7.86666666666667,1.9
2158,11.6613167564919,33.8666226727095,1280,3849.6,3527.6,10.5832269720725,13421,2887.4,36.6857046178344,18.055298566879,578.847495100441,6.69448615874571,2481.98704066634,8.07440684713376,74.4844518618324,12.8242825208231,12.4390798015679
2159,11.9918269230769,25.8181490384615,1597.5,4442.5,4068,7.82908653846154,11201,2619,33.1703125,22.8984375,518.016826923077,9.29831730769231,2312.41346153846,9.2984375,74.4098557692308,4.53713942307692,20.6575721153846
2160,17.2144027552976,15.1831996148909,1004.25,2752.25,2655.75,6.04749004669681,3673.75,2710.25,27.3844968000595,38.4832682182657,426.576528808766,15.8990667615486,1979.47279585496,10.1483902625067,60.2243367565255,16.9829435731428,21.749479079459
2162,26.0525992653967,10.0444952100012,892.166666666667,2485.66666666667,2300,5.05911713001673,4165.83333333333,3460.5,27.9733516936989,38.9665896573493,356.771482252748,20.0324622117728,1903.19909794256,10.0098347096103,68.7508392452523,13.5649266722456,16.6319235984867
2167,12.8951785714286,20.3785714285714,2175.5,5823,5433.5,1.856875,12956.5,5050.5,19.4117857142857,30.5485714285714,439.767857142857,12.1317857142857,2093.59821428571,12.3583035714286,78.5779464285714,15.1389285714286,5.98035714285714
2174,13.8168001930502,20.4339768339768,2419,6803,6475,0.406875,14604.5,5842.5,22.6442181467181,23.516138996139,450.132722007722,10.3371911196911,2121.69280888031,15.0272224903475,86.0265950772201,7.68082046332046,5.98035714285714
2179,8.14324324324324,25.8108108108108,1397,4139,4255,0,6526,2229,20.9648648648649,16.6351351351351,500.72972972973,7.11081081081081,2223.18918918919,16.9378378378378,95.6972972972973,4.08378378378378,0
2196,21.6528822055138,15.5025062656642,599.714285714286,1702.14285714286,1556,8.00967418546366,4008.57142857143,3185.28571428571,33.4569423558897,33.2791478696742,408.571428571429,16.9165914786967,2139.26315789474,9.56756892230576,62.0785964912281,15.1444110275689,21.9316290726817
2198,26.1228373015873,11.0419785898856,1084.16666666667,2975.16666666667,2729.83333333333,4.22389373385013,6895,4487.83333333333,28.1259699150978,37.0595754891104,358.06215393134,18.9088381321521,1911.66555463271,10.5223027408638,66.0802198689553,17.0251725729051,16.1137624584718
2203,15.4787006578947,26.4570997807018,1230.75,3445.25,2878.75,1.80052083333333,8826.25,2531.75,32.7026864035088,34.1269462719298,466.358278508772,12.9533168859649,2456.48766447368,6.41751644736842,52.3507675438597,16.5318256578947,29.098163377193
2211,14.3666666666667,26.1,710,2051,1916,3.3,2846.33333333333,1059,40.8666666666667,16.9666666666667,486.666666666667,7.3,2389,10.4,79.9333333333333,18.8333333333333,0.566666666666667
2222,15.2271897810219,26.1251824817518,913.75,2638,2360.75,17.3666058394161,5091,1250,40.9733576642336,22.7881386861314,450.074817518248,9.53102189781022,2424.82116788321,8.40018248175183,72.2239051094891,11.7301094890511,15.4341240875912
2748,16.5038546444687,13.1690926918433,2702,6812.33333333333,6183.33333333333,0.195711289878988,18366.6666666667,1513,28.2207479058287,30.3261995714932,377.132315469365,12.7197151833827,1883.88612914522,8.53149664198411,81.1750473257071,11.668399858524,6.49750409627827
2749,14.3349345090759,15.8638085292904,3427.5,8745.5,7972.5,0.293566934818482,20762,1143,31.193494740099,23.4670959674092,388.384913882013,9.27669141914192,1966.61732931106,8.78826191212871,88.1776557343234,7.96497266914191,3.12252733085809
2759,16.8991083271923,11.7028739867354,1270,3208.5,2992,0,10322.5,2417,23.4332792925571,36.7917686072218,376.443994104643,14.774620486367,1848.90751658069,9.1850700073692,73.6262196020634,18.6745836403832,7.17155490051584
2762,11.3920844456719,24.3768449476817,1493.33333333333,4071.66666666667,3943.33333333333,2.18103286384977,12655.3333333333,2350.66666666667,23.1246543312161,24.9246132130473,473.478873239437,9.70142256589647,2245.91503267974,12.1813059621345,88.4023609193286,9.28189143576053,0.761771149774464
2763,11.353368559545,23.2614773788303,1476,3988.75,3899.5,0.728961038961039,11848.5,4132.5,22.6966475681182,24.525249129955,449.361471861472,9.09960359901536,2119.63843901197,11.8159273406332,83.4802156013921,12.9195229606994,3.3801247771836
2769,7.94013413816231,36.4296719712213,1718.5,4958,4866,4.63128955551491,18517.5,3901,22.7168898237912,18.8133479665874,596.213980854826,6.2337058715932,2519.91341991342,12.6252990671301,87.3235863666849,10.9933150417657,1.01422535211268
2006,26.82,25.84,778.2,2562.4,1672,17.36,4817.6,1272,12.72,64.6,534.8,34.88,2563.2,4.34,2.28,34.8,61.2
2045,15.4701203173216,34.0065701133985,3357.5,9193,7571.16666666667,3.88386505740057,12694.5,2423.33333333333,32.3553517133856,32.6587485838674,536.647047026391,11.5290535244168,2737.21021678967,6.42380193834833,48.4920640469563,22.0252039096049,27.7781628444574
2052,30.5830687830688,22.1631897203326,1104,3114,2360.33333333333,9.04890400604686,10687.3333333333,2106.66666666667,18.7335600907029,60.6958427815571,405.42328042328,28.2887377173091,2641.45351473923,3.49659863945578,16.7807256235828,30.5592592592593,51.5052154195011
2106,10,30.1,876,2366,2160,0,6051,453,30.1,18.2,680,9.2,2711,12,49.1,26.8,23.8
2107,9.4,39.5,817,2457,2391,0.4,2610,120,41.8,14.9,650,6.5,2890,8.6,90,2.8,2.8
2109,14.3197858279935,34.4797115165947,1491,4874.5,4255.75,16.6862995465065,8187.25,1963,33.6644235013979,29.6795884446109,578.311890492689,12.1722817144462,2616.63256658596,7.64733823391703,56.6682347196768,16.5482933795299,26.1414431527832
2123,14.3,17,755,1802,1739,16.3,6058,6745,10.7,68.4,430,23,1874,5.5,10.2,6.7,81.6
2129,15.3146875,27.8811755952381,1542.75,4101.5,3885.25,18.9350347222222,5377.5,4660.75,31.7987797619048,36.0556349206349,563.181051587302,15.7974305555556,2365.92237103175,8.30392857142857,43.084880952381,13.2385069444444,42.6971676587302
2130,15.0459095566696,31.0704770495485,2129.3125,5841.0625,4686.5625,2.51293675046125,10488.4375,2040.9375,28.8465745877031,37.1040607753528,491.990348196656,13.7611280558118,2639.13088478952,6.1382882952596,42.775188891856,24.5351437222843,30.5300482951787
2139,15.7222222222222,27.647619047619,2410,6434,5972,21.9722222222222,6512,5291,28.3420634920635,37.1547619047619,546.349206349206,17.3111111111111,2327.18253968254,8.71904761904762,43.2984126984127,9.71111111111111,46.5404761904762
2172,13.270118643541,23.8616237411414,2274.8,6496.8,6054.6,2.76754329852045,13585,3031.8,32.2433661569066,21.0469072485391,479.400123710058,8.29547103070993,2223.52991669775,10.8679354407559,82.1269681710804,14.0495529342285,3.45276361432301
2175,16.2234547495438,14.4318352508524,1294.4,3565.3,3444.2,0.0945358851674641,9742.7,3831,30.7831042691218,29.5718123255226,402.831881824881,12.0632623988516,1948.08641677976,9.87487799883064,80.3147536509119,14.4713491163013,4.62221099927456
2178,13.3184461799385,18.0824458761204,1574.66666666667,4355.30555555556,4241.55555555556,0.0326185483131647,8951.19444444445,2488.16666666667,26.2067095590622,25.5404274936999,426.216106433114,10.4531248796219,2029.9656201015,12.1181870200709,85.563160069016,11.3865446719203,2.64959238466034
